"x","y"
56.4529660160707,168.096494975291
60.9139649285007,167.567958547187
62.2232719634469,157.519029989732
65.0342793250085,147.467424494157
59.1279608646142,172.376780893786
65.0849731004298,159.442672092524
67.8345984429514,147.804703088409
70.4608591806421,139.300869592049
56.9976188492162,183.510056507072
58.2410129885122,162.75145253763
60.3182360368419,172.208115873544
63.5564650061609,159.109175013212
62.5763562029448,169.099095985472
62.7103551900558,150.085730281705
66.278863343604,160.054014732048
60.9699843193801,164.244313889253
64.9320316887608,164.817430536992
70.2198046810631,161.792704631661
55.0373625084515,183.848164974058
55.5008263809826,166.842363410318
57.129571226004,160.117045817947
56.8312753384492,157.68203237601
57.9232673829965,165.35105326881
65.7945360259001,139.42423178685
56.0111183436819,170.253668062211
54.0535171060446,181.59978482496
59.0747829672979,157.679583100492
59.67675713294,168.073901661647
59.2923793792331,170.879317420018
60.7486475839201,181.693916943419
56.2777335786025,179.836878293286
63.7245226145405,170.009383348898
62.2750984377107,165.604177882782
67.0874640725432,157.033383196311
