"x","y"
0.945578383463407,-0.73020740489094
3.78919465123103,-10.4716514979687
4.71880320478706,-14.9976323165432
2.41200828446562,-6.19649398202879
3.51502163435788,-9.87948529653564
3.61615753759035,-9.13246118990898
2.60209874267525,-4.15297357965224
5.42814222662918,-12.8460426668954
3.12076342553298,-9.9624215659297
4.95889410088081,-13.0311095696077
1.94499608838537,-4.39100792118157
3.98701617056306,-12.4240568115955
3.03546366050729,-3.77232787728236
3.07267779009903,-6.24755961563399
2.02079282327258,-1.44296352117031
1.03910929804794,-2.48923285397758
3.52566209268161,-9.95597753606308
2.73996692216242,-7.5248682957549
2.35539954209174,-4.33983117511725
2.5112784923712,-5.69659244262912
3.43525292744533,-11.1134247914488
2.38606542152914,-3.50699910626909
3.56714123471739,-7.4465385051244
3.56430088292433,-8.89915482217035
3.67276379682132,-9.50473144033325
2.129672658644,-5.29662525720642
2.57631847541417,-4.77676321756549
2.90740572433352,-8.27185809232602
2.37854049462739,-4.85770370836128
3.09869894541518,-4.0137084010493
3.43991658341105,-5.84395902376396
1.9766008975557,-6.00852139674752
3.82973498445378,-13.182927368708
1.01906200783143,-0.981335917764348
3.59633536861249,-6.60980765381404
2.36227566677904,-1.27598818541598
2.50428740801113,-2.16981864783827
3.17175985215252,-9.78555386361253
3.42137650335762,-6.86134191984884
2.12048666372152,-4.00560438307377
2.81419166693075,-8.45421079949543
4.28750696077007,-11.4020841666716
2.59340434513614,-4.17057828199231
3.09614180879051,-10.7642226203369
3.73445963093632,-14.6260999174893
2.96235121864219,-8.44960747166593
2.92033374276319,-8.18296488634015
3.01397426448744,-8.27578141327777
1.77946953643165,-3.75691589133111
3.08083541532492,-5.07338851002389
3.04346515659625,-10.2639421964017
4.66768309067436,-12.2318264460322
4.00239814422535,-10.2213175896002
3.12772993457517,-8.50661826786734
1.28789829006329,-3.96531286629135
2.87121912640482,-6.24530005130897
1.37819661660329,-1.50607466409831
2.37945509016204,-7.43840656749846
4.51944632597429,-9.3992210050252
2.64391388618011,-8.02744066109301
2.94105640365359,-5.40728764152995
1.03312934991079,-3.16978294760502
2.77194326582034,-8.53014466057678
2.42399249473199,-1.94271836565826
3.56087680358097,-9.73509215032685
3.51374284356534,-6.8463350705623
0.616654231554486,2.17945661909198
5.40651912001007,-15.5342295428985
4.34149096691609,-12.5219234844927
0.964271431058701,-4.73168394445908
