"x","y"
23.4235753695211,200.441724517061
22.3443144179049,171.384735236214
23.0458458777806,176.461057654533
18.6835539261458,167.671537862232
23.2879653280839,195.167277412223
21.6632927842462,197.250727788569
24.0427139968965,203.360791272214
19.1633671808176,181.067860537882
18.1155532815193,164.343356358197
23.823783978237,205.314615301706
21.5136061514008,191.727503201094
23.4304767046808,190.433421526638
22.9431065522257,203.923877400319
23.3566529446778,194.042907838651
21.0701875932903,172.125601306421
19.7807272040477,165.130402238303
23.5268046882839,220.660639544983
