"x","y"
2.16249404310201,1.53997449632483
4.24356756448813,5.07472806801352
3.71081735174367,4.05307407767104
2.72183104275902,0.968949237912218
3.06864921265789,2.52399843971917
3.1670697355037,5.83303380904094
0.103242624866981,5.00353407450817
1.78990512964471,5.56960183993429
2.7155239121141,1.97928948697144
1.49237638560674,0.915581976477953
2.95058253061294,1.48804771771095
2.19692650160635,6.96121162335366
4.16199654014084,3.70364469721984
2.89389526790263,6.94740083641513
4.41047684585332,4.13848448145274
4.07076610864605,4.77471186309053
1.53841179815819,5.80778245361634
3.04209650904495,4.0547292049457
1.83687456346496,0.216028619508343
2.17708559856211,1.66969794090485
2.57538527085989,3.40877322640317
1.99345018792378,5.73314648432278
4.38466300265375,4.23444031615112
0.049116592646838,5.7216062222142
2.3472226693992,2.97753974482978
3.16551123378705,3.45576106767566
1.4315841156515,5.28504579411927
1.93656824285296,1.94228928306604
1.8529735781456,4.32601203544925
3.03984357045315,1.93606476074308
1.97403138787694,6.17785359647744
3.26358177240534,2.60158563989999
3.46543893365136,3.89966962835171
2.31430844398421,2.09318493750923
3.32892205075186,3.04216582431113
3.44546255146162,4.01003421413294
2.09191401814456,2.28212435916802
3.11028948479809,1.14847331179319
3.23509263852048,2.87430580583367
2.78323650875816,6.75158847108359
